origin_comune,dest_comune,travel_time_min
Airola,Airola,0.0
Airola,Limatola,42.40833333333333
Airola,San Giorgio Del Sannio,50.87166666666667
Airola,San Salvatore Telesino,44.08166666666667
Airola,Benevento,63.24
Airola,Cerreto Sannita,54.7
Airola,Ginestra Degli Schiavoni,84.87666666666668
Airola,Morcone,73.58500000000001
Airola,San Bartolomeo In Galdo,102.28
Airola,Vitulano,39.931666666666665
Airola,San Marco Dei Cavoti,70.31833333333334
Airola,Torrecuso,48.925
Airola,Amorosi,39.53666666666666
Airola,Apice,63.361666666666665
Airola,Apollosa,31.24
Airola,Arpaia,8.395
Airola,Arpaise,28.71333333333333
Airola,Baselice,93.86833333333334
Airola,Bonea,13.971666666666666
Airola,Bucciano,6.923333333333333
Airola,Buonalbergo,66.53666666666666
Airola,Calvi,53.40166666666666
Airola,Campolattaro,61.641666666666666
Airola,Campoli Del Monte Taburno,29.145
Airola,Casalduni,61.54
Airola,Castelfranco In Miscano,87.58333333333333
Airola,Castelpagano,82.17
Airola,Castelpoto,35.836666666666666
Airola,Castelvenere,46.37833333333333
Airola,Castelvetere In Val Fortore,101.60833333333332
Airola,Cautano,34.34166666666667
Airola,Ceppaloni,34.525
Airola,Circello,80.36166666666666
Airola,Colle Sannita,76.99833333333332
Airola,Cusano Mutri,71.51166666666667
Airola,Dugenta,31.043333333333333
Airola,Durazzano,27.78166666666667
Airola,Faicchio,51.38
Airola,Foglianise,39.31333333333334
Airola,Foiano Di Val Fortore,87.765
Airola,Forchia,10.951666666666666
Airola,Fragneto Monforte,59.27833333333333
Airola,Fragneto L'Abate,60.86666666666667
Airola,Frasso Telesino,25.46
Airola,Ginestra Degli Schiavoni,84.87666666666668
Airola,Guardia Sanframondi,51.03333333333333
Airola,Melizzano,30.45833333333333
Airola,Moiano,8.018333333333334
Airola,Molinara,77.935
Airola,Montefalcone Di Val Fortore,89.12333333333332
Airola,Montesarchio,18.16166666666667
Airola,Paduli,56.185
Airola,Pago Veiano,64.87833333333333
Airola,Pannarano,23.211666666666662
Airola,Paolisi,9.156666666666666
Airola,Paupisi,50.68833333333334
Airola,Pesco Sannita,56.50833333333333
Airola,Pietraroja,79.20833333333333
Airola,Pietrelcina,55.885
Airola,Ponte,52.80333333333333
Airola,Pontelandolfo,65.78
Airola,Puglianello,42.04333333333333
Airola,Reino,66.72
Airola,San Bartolomeo In Galdo,102.28
Airola,San Giorgio La Molara,78.17
Airola,San Giorgio Del Sannio,50.87166666666667
Airola,San Leucio Del Sannio,38.29333333333333
Airola,San Lorenzello,55.685
Airola,San Lorenzo Maggiore,49.60166666666667
Airola,San Lupo,54.60166666666667
Airola,San Marco Dei Cavoti,70.31833333333334
Airola,San Martino Sannita,51.318333333333335
Airola,San Nazzaro,55.181666666666665
Airola,San Nicola Manfredi,51.425
Airola,Sant'Agata De' Goti,18.7
Airola,Sant'Angelo A Cupolo,50.56666666666667
Airola,Sant'Arcangelo Trimonte,65.08333333333333
Airola,Santa Croce Del Sannio,74.515
Airola,Sassinoro,73.36999999999999
Airola,Solopaca,35.49333333333333
Airola,Telese Terme,41.415
Airola,Tocco Caudio,30.71333333333333
Limatola,Airola,38.431666666666665
Limatola,Limatola,0.0
Limatola,San Giorgio Del Sannio,72.38833333333334
Limatola,San Salvatore Telesino,30.773333333333333
Limatola,Benevento,61.13666666666666
Limatola,Cerreto Sannita,45.115
Limatola,Ginestra Degli Schiavoni,102.57833333333332
Limatola,Morcone,79.575
Limatola,San Bartolomeo In Galdo,118.41333333333334
Limatola,Vitulano,60.41666666666666
Limatola,San Marco Dei Cavoti,86.45166666666667
Limatola,Torrecuso,52.181666666666665
Limatola,Amorosi,21.226666666666667
Limatola,Apice,81.14666666666668
Limatola,Apollosa,63.74166666666667
Limatola,Arpaia,44.375
Limatola,Arpaise,61.63166666666667
Limatola,Baselice,110.00166666666668
Limatola,Bonea,46.473333333333336
Limatola,Bucciano,38.598333333333336
Limatola,Buonalbergo,84.23833333333333
Limatola,Calvi,74.91833333333334
Limatola,Campolattaro,67.63166666666667
Limatola,Campoli Del Monte Taburno,59.60333333333333
Limatola,Casalduni,59.43666666666666
Limatola,Castelfranco In Miscano,105.285
Limatola,Castelpagano,98.30333333333331
Limatola,Castelpoto,68.33833333333334
Limatola,Castelvenere,38.61833333333333
Limatola,Castelvetere In Val Fortore,117.74166666666666
Limatola,Cautano,55.425
Limatola,Ceppaloni,67.44333333333333
Limatola,Circello,96.495
Limatola,Colle Sannita,93.13166666666666
Limatola,Cusano Mutri,61.91833333333333
Limatola,Dugenta,14.52
Limatola,Durazzano,35.245
Limatola,Faicchio,38.45166666666667
Limatola,Foglianise,61.580000000000005
Limatola,Foiano Di Val Fortore,103.89833333333333
Limatola,Forchia,46.63166666666667
Limatola,Fragneto Monforte,65.26833333333333
Limatola,Fragneto L'Abate,70.425
Limatola,Frasso Telesino,33.17166666666667
Limatola,Ginestra Degli Schiavoni,102.57833333333332
Limatola,Guardia Sanframondi,48.11
Limatola,Melizzano,28.946666666666665
Limatola,Moiano,36.235
Limatola,Molinara,94.06833333333334
Limatola,Montefalcone Di Val Fortore,106.825
Limatola,Montesarchio,50.66333333333333
Limatola,Paduli,73.88666666666667
Limatola,Pago Veiano,81.01166666666667
Limatola,Pannarano,56.13
Limatola,Paolisi,42.193333333333335
Limatola,Paupisi,48.585
Limatola,Pesco Sannita,72.64166666666667
Limatola,Pietraroja,69.615
Limatola,Pietrelcina,72.01833333333335
Limatola,Ponte,50.7
Limatola,Pontelandolfo,67.44833333333334
Limatola,Puglianello,26.10833333333333
Limatola,Reino,82.85333333333332
Limatola,San Bartolomeo In Galdo,118.41333333333334
Limatola,San Giorgio La Molara,95.87166666666668
Limatola,San Giorgio Del Sannio,72.38833333333334
Limatola,San Leucio Del Sannio,70.63666666666667
Limatola,San Lorenzello,42.376666666666665
Limatola,San Lorenzo Maggiore,48.065000000000005
Limatola,San Lupo,53.065000000000005
Limatola,San Marco Dei Cavoti,86.45166666666667
Limatola,San Martino Sannita,74.13333333333334
Limatola,San Nazzaro,77.16000000000001
Limatola,San Nicola Manfredi,74.24
Limatola,Sant'Agata De' Goti,25.90333333333333
Limatola,Sant'Angelo A Cupolo,75.66000000000001
Limatola,Sant'Arcangelo Trimonte,82.78500000000001
Limatola,Santa Croce Del Sannio,80.50500000000001
Limatola,Sassinoro,79.36
Limatola,Solopaca,38.14833333333333
Limatola,Telese Terme,32.678333333333335
Limatola,Tocco Caudio,60.40333333333333
San Giorgio Del Sannio,Airola,51.975
San Giorgio Del Sannio,Limatola,74.18
San Giorgio Del Sannio,San Giorgio Del Sannio,0.0
San Giorgio Del Sannio,San Salvatore Telesino,47.015
San Giorgio Del Sannio,Benevento,38.78333333333333
San Giorgio Del Sannio,Cerreto Sannita,49.556666666666665
San Giorgio Del Sannio,Ginestra Degli Schiavoni,55.6
San Giorgio Del Sannio,Morcone,48.461666666666666
San Giorgio Del Sannio,San Bartolomeo In Galdo,75.28333333333333
San Giorgio Del Sannio,Vitulano,35.163333333333334
San Giorgio Del Sannio,San Marco Dei Cavoti,43.32166666666667
San Giorgio Del Sannio,Torrecuso,33.27333333333333
San Giorgio Del Sannio,Amorosi,53.40833333333333
San Giorgio Del Sannio,Apice,16.608333333333334
San Giorgio Del Sannio,Apollosa,27.65
San Giorgio Del Sannio,Arpaia,50.42666666666666
San Giorgio Del Sannio,Arpaise,34.54333333333333
San Giorgio Del Sannio,Baselice,66.87166666666667
San Giorgio Del Sannio,Bonea,45.57166666666667
San Giorgio Del Sannio,Bucciano,50.07
San Giorgio Del Sannio,Buonalbergo,37.26
San Giorgio Del Sannio,Calvi,3.835
San Giorgio Del Sannio,Campolattaro,36.51833333333333
San Giorgio Del Sannio,Campoli Del Monte Taburno,37.715
San Giorgio Del Sannio,Casalduni,37.083333333333336
San Giorgio Del Sannio,Castelfranco In Miscano,58.306666666666665
San Giorgio Del Sannio,Castelpagano,55.17333333333333
San Giorgio Del Sannio,Castelpoto,33.11666666666667
San Giorgio Del Sannio,Castelvenere,45.818333333333335
San Giorgio Del Sannio,Castelvetere In Val Fortore,74.61166666666666
San Giorgio Del Sannio,Cautano,33.59
San Giorgio Del Sannio,Ceppaloni,29.41
San Giorgio Del Sannio,Circello,53.365
San Giorgio Del Sannio,Colle Sannita,50.001666666666665
San Giorgio Del Sannio,Cusano Mutri,66.36833333333333
San Giorgio Del Sannio,Dugenta,61.126666666666665
San Giorgio Del Sannio,Durazzano,72.71333333333334
San Giorgio Del Sannio,Faicchio,56.126666666666665
San Giorgio Del Sannio,Foglianise,31.14333333333333
San Giorgio Del Sannio,Foiano Di Val Fortore,60.76833333333333
San Giorgio Del Sannio,Forchia,52.98333333333333
San Giorgio Del Sannio,Fragneto Monforte,34.155
San Giorgio Del Sannio,Fragneto L'Abate,33.87
San Giorgio Del Sannio,Frasso Telesino,49.60833333333333
San Giorgio Del Sannio,Ginestra Degli Schiavoni,55.6
San Giorgio Del Sannio,Guardia Sanframondi,43.53666666666666
San Giorgio Del Sannio,Melizzano,50.57333333333334
San Giorgio Del Sannio,Moiano,53.56333333333334
San Giorgio Del Sannio,Molinara,50.19166666666667
San Giorgio Del Sannio,Montefalcone Di Val Fortore,59.84666666666667
San Giorgio Del Sannio,Montesarchio,40.27833333333333
San Giorgio Del Sannio,Paduli,26.90833333333333
San Giorgio Del Sannio,Pago Veiano,37.88166666666667
San Giorgio Del Sannio,Pannarano,37.51166666666666
San Giorgio Del Sannio,Paolisi,48.245
San Giorgio Del Sannio,Paupisi,34.781666666666666
San Giorgio Del Sannio,Pesco Sannita,29.511666666666667
San Giorgio Del Sannio,Pietraroja,72.10833333333333
San Giorgio Del Sannio,Pietrelcina,28.88833333333333
San Giorgio Del Sannio,Ponte,28.346666666666668
San Giorgio Del Sannio,Pontelandolfo,40.656666666666666
San Giorgio Del Sannio,Puglianello,50.78
San Giorgio Del Sannio,Reino,39.723333333333336
San Giorgio Del Sannio,San Bartolomeo In Galdo,75.28333333333333
San Giorgio Del Sannio,San Giorgio La Molara,48.89333333333333
San Giorgio Del Sannio,San Giorgio Del Sannio,0.0
San Giorgio Del Sannio,San Leucio Del Sannio,24.90833333333333
San Giorgio Del Sannio,San Lorenzello,52.51833333333333
San Giorgio Del Sannio,San Lorenzo Maggiore,39.36666666666667
San Giorgio Del Sannio,San Lupo,44.98333333333333
San Giorgio Del Sannio,San Marco Dei Cavoti,43.32166666666667
San Giorgio Del Sannio,San Martino Sannita,4.7283333333333335
San Giorgio Del Sannio,San Nazzaro,5.194999999999999
San Giorgio Del Sannio,San Nicola Manfredi,9.401666666666667
San Giorgio Del Sannio,Sant'Agata De' Goti,63.63166666666667
San Giorgio Del Sannio,Sant'Angelo A Cupolo,14.88
San Giorgio Del Sannio,Sant'Arcangelo Trimonte,28.78833333333333
San Giorgio Del Sannio,Santa Croce Del Sannio,49.391666666666666
San Giorgio Del Sannio,Sassinoro,48.24666666666667
San Giorgio Del Sannio,Solopaca,40.56166666666666
San Giorgio Del Sannio,Telese Terme,42.156666666666666
San Giorgio Del Sannio,Tocco Caudio,40.135
San Salvatore Telesino,Airola,41.31666666666667
San Salvatore Telesino,Limatola,31.171666666666667
San Salvatore Telesino,San Giorgio Del Sannio,45.96833333333333
San Salvatore Telesino,San Salvatore Telesino,0.0
San Salvatore Telesino,Benevento,34.71666666666667
San Salvatore Telesino,Cerreto Sannita,14.75
San Salvatore Telesino,Ginestra Degli Schiavoni,76.15833333333333
San Salvatore Telesino,Morcone,53.155
San Salvatore Telesino,San Bartolomeo In Galdo,91.99333333333334
San Salvatore Telesino,Vitulano,34.35333333333333
San Salvatore Telesino,San Marco Dei Cavoti,60.031666666666666
San Salvatore Telesino,Torrecuso,25.761666666666667
San Salvatore Telesino,Amorosi,10.4
San Salvatore Telesino,Apice,54.72666666666667
San Salvatore Telesino,Apollosa,46.43833333333334
San Salvatore Telesino,Arpaia,47.26
San Salvatore Telesino,Arpaise,54.35166666666667
San Salvatore Telesino,Baselice,83.58166666666666
San Salvatore Telesino,Bonea,49.35833333333333
San Salvatore Telesino,Bucciano,41.48333333333333
San Salvatore Telesino,Buonalbergo,57.818333333333335
San Salvatore Telesino,Calvi,48.498333333333335
San Salvatore Telesino,Campolattaro,41.211666666666666
San Salvatore Telesino,Campoli Del Monte Taburno,44.805
San Salvatore Telesino,Casalduni,33.016666666666666
San Salvatore Telesino,Castelfranco In Miscano,78.865
San Salvatore Telesino,Castelpagano,71.88333333333334
San Salvatore Telesino,Castelpoto,47.12
San Salvatore Telesino,Castelvenere,12.275
San Salvatore Telesino,Castelvetere In Val Fortore,91.32166666666669
San Salvatore Telesino,Cautano,40.68
San Salvatore Telesino,Ceppaloni,51.013333333333335
San Salvatore Telesino,Circello,70.075
San Salvatore Telesino,Colle Sannita,66.71166666666666
San Salvatore Telesino,Cusano Mutri,31.55333333333333
San Salvatore Telesino,Dugenta,19.87
San Salvatore Telesino,Durazzano,38.13
San Salvatore Telesino,Faicchio,10.185
San Salvatore Telesino,Foglianise,35.26
San Salvatore Telesino,Foiano Di Val Fortore,77.47833333333332
San Salvatore Telesino,Forchia,49.81666666666667
San Salvatore Telesino,Fragneto Monforte,38.848333333333336
San Salvatore Telesino,Fragneto L'Abate,44.005
San Salvatore Telesino,Frasso Telesino,21.95833333333333
San Salvatore Telesino,Ginestra Degli Schiavoni,76.15833333333333
San Salvatore Telesino,Guardia Sanframondi,22.01333333333333
San Salvatore Telesino,Melizzano,19.295
San Salvatore Telesino,Moiano,39.12
San Salvatore Telesino,Molinara,67.64833333333334
San Salvatore Telesino,Montefalcone Di Val Fortore,80.405
San Salvatore Telesino,Montesarchio,53.54833333333333
San Salvatore Telesino,Paduli,47.46666666666667
San Salvatore Telesino,Pago Veiano,54.59166666666667
San Salvatore Telesino,Pannarano,56.3
San Salvatore Telesino,Paolisi,45.07833333333333
San Salvatore Telesino,Paupisi,22.165000000000003
San Salvatore Telesino,Pesco Sannita,46.22166666666667
San Salvatore Telesino,Pietraroja,39.25
San Salvatore Telesino,Pietrelcina,45.598333333333336
San Salvatore Telesino,Ponte,24.28
San Salvatore Telesino,Pontelandolfo,41.35166666666667
San Salvatore Telesino,Puglianello,8.59
San Salvatore Telesino,Reino,56.43333333333333
San Salvatore Telesino,San Bartolomeo In Galdo,91.99333333333334
San Salvatore Telesino,San Giorgio La Molara,69.45166666666667
San Salvatore Telesino,San Giorgio Del Sannio,45.96833333333333
San Salvatore Telesino,San Leucio Del Sannio,44.21666666666667
San Salvatore Telesino,San Lorenzello,12.011666666666668
San Salvatore Telesino,San Lorenzo Maggiore,21.96833333333333
San Salvatore Telesino,San Lupo,26.96833333333333
San Salvatore Telesino,San Marco Dei Cavoti,60.031666666666666
San Salvatore Telesino,San Martino Sannita,47.71333333333334
San Salvatore Telesino,San Nazzaro,50.74
San Salvatore Telesino,San Nicola Manfredi,47.82
San Salvatore Telesino,Sant'Agata De' Goti,28.78833333333333
San Salvatore Telesino,Sant'Angelo A Cupolo,49.24
San Salvatore Telesino,Sant'Arcangelo Trimonte,56.365
San Salvatore Telesino,Santa Croce Del Sannio,54.085
San Salvatore Telesino,Sassinoro,52.940000000000005
San Salvatore Telesino,Solopaca,14.853333333333332
San Salvatore Telesino,Telese Terme,6.581666666666666
San Salvatore Telesino,Tocco Caudio,47.225
Benevento,Airola,59.70333333333333
Benevento,Limatola,61.833333333333336
Benevento,San Giorgio Del Sannio,37.973333333333336
Benevento,San Salvatore Telesino,34.66833333333333
Benevento,Benevento,0.0
Benevento,Cerreto Sannita,34.55
Benevento,Ginestra Degli Schiavoni,68.16333333333334
Benevento,Morcone,28.621666666666663
Benevento,San Bartolomeo In Galdo,74.03
Benevento,Vitulano,31.08
Benevento,San Marco Dei Cavoti,42.068333333333335
Benevento,Torrecuso,20.346666666666668
Benevento,Amorosi,41.06166666666666
Benevento,Apice,46.73166666666667
Benevento,Apollosa,38.443333333333335
Benevento,Arpaia,61.22
Benevento,Arpaise,46.35666666666667
Benevento,Baselice,65.61833333333333
Benevento,Bonea,50.1
Benevento,Bucciano,57.925
Benevento,Buonalbergo,49.82333333333334
Benevento,Calvi,40.50333333333333
Benevento,Campolattaro,15.408333333333331
Benevento,Campoli Del Monte Taburno,35.49333333333333
Benevento,Casalduni,7.813333333333333
Benevento,Castelfranco In Miscano,70.86999999999999
Benevento,Castelpagano,49.59333333333333
Benevento,Castelpoto,36.693333333333335
Benevento,Castelvenere,33.471666666666664
Benevento,Castelvetere In Val Fortore,70.425
Benevento,Cautano,31.36833333333333
Benevento,Ceppaloni,43.01833333333333
Benevento,Circello,49.17833333333333
Benevento,Colle Sannita,45.815000000000005
Benevento,Cusano Mutri,51.361666666666665
Benevento,Dugenta,48.78
Benevento,Durazzano,63.995
Benevento,Faicchio,43.78
Benevento,Foglianise,27.33
Benevento,Foiano Di Val Fortore,59.515
Benevento,Forchia,63.77666666666666
Benevento,Fragneto Monforte,16.783333333333335
Benevento,Fragneto L'Abate,21.94
Benevento,Frasso Telesino,37.26166666666666
Benevento,Ginestra Degli Schiavoni,68.16333333333334
Benevento,Guardia Sanframondi,24.40333333333333
Benevento,Melizzano,38.22666666666667
Benevento,Moiano,58.715
Benevento,Molinara,49.685
Benevento,Montefalcone Di Val Fortore,71.27833333333334
Benevento,Montesarchio,51.07166666666667
Benevento,Paduli,39.47166666666667
Benevento,Pago Veiano,45.27
Benevento,Pannarano,48.305
Benevento,Paolisi,59.03833333333333
Benevento,Paupisi,21.855
Benevento,Pesco Sannita,30.295
Benevento,Pietraroja,52.26833333333333
Benevento,Pietrelcina,37.60333333333333
Benevento,Ponte,12.078333333333337
Benevento,Pontelandolfo,17.10666666666667
Benevento,Puglianello,38.43333333333333
Benevento,Reino,36.29166666666666
Benevento,San Bartolomeo In Galdo,74.03
Benevento,San Giorgio La Molara,60.190000000000005
Benevento,San Giorgio Del Sannio,37.973333333333336
Benevento,San Leucio Del Sannio,36.22166666666667
Benevento,San Lorenzello,37.17166666666667
Benevento,San Lorenzo Maggiore,25.50333333333333
Benevento,San Lupo,18.986666666666668
Benevento,San Marco Dei Cavoti,42.068333333333335
Benevento,San Martino Sannita,39.71833333333333
Benevento,San Nazzaro,42.745
Benevento,San Nicola Manfredi,39.825
Benevento,Sant'Agata De' Goti,54.65333333333333
Benevento,Sant'Angelo A Cupolo,41.245
Benevento,Sant'Arcangelo Trimonte,48.37
Benevento,Santa Croce Del Sannio,29.551666666666662
Benevento,Sassinoro,28.40666666666667
Benevento,Solopaca,28.215
Benevento,Telese Terme,29.81
Benevento,Tocco Caudio,37.91333333333333
Cerreto Sannita,Airola,50.995
Cerreto Sannita,Limatola,45.715
Cerreto Sannita,San Giorgio Del Sannio,48.73
Cerreto Sannita,San Salvatore Telesino,15.676666666666668
Cerreto Sannita,Benevento,34.513333333333335
Cerreto Sannita,Cerreto Sannita,0.0
Cerreto Sannita,Ginestra Degli Schiavoni,78.92
Cerreto Sannita,Morcone,40.73
Cerreto Sannita,San Bartolomeo In Galdo,94.755
Cerreto Sannita,Vitulano,38.395
Cerreto Sannita,San Marco Dei Cavoti,62.79333333333333
Cerreto Sannita,Torrecuso,28.33333333333333
Cerreto Sannita,Amorosi,24.94333333333333
Cerreto Sannita,Apice,57.48833333333334
Cerreto Sannita,Apollosa,49.2
Cerreto Sannita,Arpaia,56.93833333333334
Cerreto Sannita,Arpaise,57.11333333333334
Cerreto Sannita,Baselice,86.34333333333333
Cerreto Sannita,Bonea,59.03666666666666
Cerreto Sannita,Bucciano,51.16166666666666
Cerreto Sannita,Buonalbergo,60.580000000000005
Cerreto Sannita,Calvi,51.26
Cerreto Sannita,Campolattaro,37.475
Cerreto Sannita,Campoli Del Monte Taburno,47.435
Cerreto Sannita,Casalduni,27.168333333333333
Cerreto Sannita,Castelfranco In Miscano,81.62666666666668
Cerreto Sannita,Castelpagano,65.77
Cerreto Sannita,Castelpoto,49.88166666666667
Cerreto Sannita,Castelvenere,10.513333333333332
Cerreto Sannita,Castelvetere In Val Fortore,92.70333333333332
Cerreto Sannita,Cautano,43.31
Cerreto Sannita,Ceppaloni,53.775
Cerreto Sannita,Circello,71.66333333333334
Cerreto Sannita,Colle Sannita,69.47333333333333
Cerreto Sannita,Cusano Mutri,17.715
Cerreto Sannita,Dugenta,33.99
Cerreto Sannita,Durazzano,52.25
Cerreto Sannita,Faicchio,16.735
Cerreto Sannita,Foglianise,37.83166666666667
Cerreto Sannita,Foiano Di Val Fortore,80.24
Cerreto Sannita,Forchia,59.495
Cerreto Sannita,Fragneto Monforte,41.61
Cerreto Sannita,Fragneto L'Abate,46.766666666666666
Cerreto Sannita,Frasso Telesino,28.55333333333333
Cerreto Sannita,Ginestra Degli Schiavoni,78.92
Cerreto Sannita,Guardia Sanframondi,10.08
Cerreto Sannita,Melizzano,29.51833333333333
Cerreto Sannita,Moiano,50.00666666666667
Cerreto Sannita,Molinara,70.41000000000001
Cerreto Sannita,Montefalcone Di Val Fortore,83.16666666666667
Cerreto Sannita,Montesarchio,61.82833333333333
Cerreto Sannita,Paduli,50.22833333333333
Cerreto Sannita,Pago Veiano,57.35333333333333
Cerreto Sannita,Pannarano,59.06166666666666
Cerreto Sannita,Paolisi,54.75666666666667
Cerreto Sannita,Paupisi,24.736666666666668
Cerreto Sannita,Pesco Sannita,48.98333333333333
Cerreto Sannita,Pietraroja,25.41166666666667
Cerreto Sannita,Pietrelcina,48.36
Cerreto Sannita,Ponte,27.041666666666668
Cerreto Sannita,Pontelandolfo,29.87833333333333
Cerreto Sannita,Puglianello,23.133333333333333
Cerreto Sannita,Reino,59.195
Cerreto Sannita,San Bartolomeo In Galdo,94.755
Cerreto Sannita,San Giorgio La Molara,72.21333333333334
Cerreto Sannita,San Giorgio Del Sannio,48.73
Cerreto Sannita,San Leucio Del Sannio,46.97833333333333
Cerreto Sannita,San Lorenzello,5.335
Cerreto Sannita,San Lorenzo Maggiore,12.033333333333331
Cerreto Sannita,San Lupo,15.495
Cerreto Sannita,San Marco Dei Cavoti,62.79333333333333
Cerreto Sannita,San Martino Sannita,50.475
Cerreto Sannita,San Nazzaro,53.501666666666665
Cerreto Sannita,San Nicola Manfredi,50.58166666666667
Cerreto Sannita,Sant'Agata De' Goti,42.90833333333333
Cerreto Sannita,Sant'Angelo A Cupolo,52.001666666666665
Cerreto Sannita,Sant'Arcangelo Trimonte,59.126666666666665
Cerreto Sannita,Santa Croce Del Sannio,45.72833333333333
Cerreto Sannita,Sassinoro,44.583333333333336
Cerreto Sannita,Solopaca,19.506666666666668
Cerreto Sannita,Telese Terme,15.02
Cerreto Sannita,Tocco Caudio,49.855
Ginestra Degli Schiavoni,Airola,85.53500000000001
Ginestra Degli Schiavoni,Limatola,103.275
Ginestra Degli Schiavoni,San Giorgio Del Sannio,55.385
Ginestra Degli Schiavoni,San Salvatore Telesino,76.11
Ginestra Degli Schiavoni,Benevento,67.87833333333333
Ginestra Degli Schiavoni,Cerreto Sannita,78.65166666666667
Ginestra Degli Schiavoni,Ginestra Degli Schiavoni,0.0
Ginestra Degli Schiavoni,Morcone,77.55666666666666
Ginestra Degli Schiavoni,San Bartolomeo In Galdo,38.59166666666667
Ginestra Degli Schiavoni,Vitulano,64.25833333333334
Ginestra Degli Schiavoni,San Marco Dei Cavoti,43.95166666666667
Ginestra Degli Schiavoni,Torrecuso,62.36833333333333
Ginestra Degli Schiavoni,Amorosi,82.50333333333333
Ginestra Degli Schiavoni,Apice,44.708333333333336
Ginestra Degli Schiavoni,Apollosa,61.21
Ginestra Degli Schiavoni,Arpaia,83.98666666666666
Ginestra Degli Schiavoni,Arpaise,68.24499999999999
Ginestra Degli Schiavoni,Baselice,40.611666666666665
Ginestra Degli Schiavoni,Bonea,79.13166666666666
Ginestra Degli Schiavoni,Bucciano,83.63000000000001
Ginestra Degli Schiavoni,Buonalbergo,21.30333333333333
Ginestra Degli Schiavoni,Calvi,57.915
Ginestra Degli Schiavoni,Campolattaro,65.61333333333333
Ginestra Degli Schiavoni,Campoli Del Monte Taburno,66.81
Ginestra Degli Schiavoni,Casalduni,66.17833333333333
Ginestra Degli Schiavoni,Castelfranco In Miscano,10.938333333333333
Ginestra Degli Schiavoni,Castelpagano,59.265
Ginestra Degli Schiavoni,Castelpoto,66.67666666666666
Ginestra Degli Schiavoni,Castelvenere,74.91333333333334
Ginestra Degli Schiavoni,Castelvetere In Val Fortore,59.71666666666667
Ginestra Degli Schiavoni,Cautano,62.685
Ginestra Degli Schiavoni,Ceppaloni,63.36833333333333
Ginestra Degli Schiavoni,Circello,61.24666666666667
Ginestra Degli Schiavoni,Colle Sannita,55.65333333333333
Ginestra Degli Schiavoni,Cusano Mutri,95.46333333333334
Ginestra Degli Schiavoni,Dugenta,90.22166666666666
Ginestra Degli Schiavoni,Durazzano,105.43666666666668
Ginestra Degli Schiavoni,Faicchio,85.22166666666666
Ginestra Degli Schiavoni,Foglianise,60.23833333333334
Ginestra Degli Schiavoni,Foiano Di Val Fortore,32.45333333333333
Ginestra Degli Schiavoni,Forchia,86.54333333333334
Ginestra Degli Schiavoni,Fragneto Monforte,63.25
Ginestra Degli Schiavoni,Fragneto L'Abate,62.965
Ginestra Degli Schiavoni,Frasso Telesino,78.70333333333333
Ginestra Degli Schiavoni,Ginestra Degli Schiavoni,0.0
Ginestra Degli Schiavoni,Guardia Sanframondi,72.63166666666666
Ginestra Degli Schiavoni,Melizzano,79.66833333333334
Ginestra Degli Schiavoni,Moiano,87.12333333333332
Ginestra Degli Schiavoni,Molinara,41.656666666666666
Ginestra Degli Schiavoni,Montefalcone Di Val Fortore,14.585
Ginestra Degli Schiavoni,Montesarchio,73.83833333333334
Ginestra Degli Schiavoni,Paduli,33.12833333333334
Ginestra Degli Schiavoni,Pago Veiano,47.91666666666666
Ginestra Degli Schiavoni,Pannarano,71.07166666666667
Ginestra Degli Schiavoni,Paolisi,81.805
Ginestra Degli Schiavoni,Paupisi,63.876666666666665
Ginestra Degli Schiavoni,Pesco Sannita,58.60666666666667
Ginestra Degli Schiavoni,Pietraroja,101.20333333333332
Ginestra Degli Schiavoni,Pietrelcina,51.12833333333333
Ginestra Degli Schiavoni,Ponte,57.44166666666667
Ginestra Degli Schiavoni,Pontelandolfo,69.75166666666668
Ginestra Degli Schiavoni,Puglianello,79.875
Ginestra Degli Schiavoni,Reino,52.17333333333333
Ginestra Degli Schiavoni,San Bartolomeo In Galdo,38.59166666666667
Ginestra Degli Schiavoni,San Giorgio La Molara,35.675
Ginestra Degli Schiavoni,San Giorgio Del Sannio,55.385
Ginestra Degli Schiavoni,San Leucio Del Sannio,58.46833333333333
Ginestra Degli Schiavoni,San Lorenzello,81.61333333333333
Ginestra Degli Schiavoni,San Lorenzo Maggiore,68.46166666666666
Ginestra Degli Schiavoni,San Lupo,74.07833333333333
Ginestra Degli Schiavoni,San Marco Dei Cavoti,43.95166666666667
Ginestra Degli Schiavoni,San Martino Sannita,57.13
Ginestra Degli Schiavoni,San Nazzaro,60.156666666666666
Ginestra Degli Schiavoni,San Nicola Manfredi,57.236666666666665
Ginestra Degli Schiavoni,Sant'Agata De' Goti,96.095
Ginestra Degli Schiavoni,Sant'Angelo A Cupolo,58.42333333333333
Ginestra Degli Schiavoni,Sant'Arcangelo Trimonte,34.09
Ginestra Degli Schiavoni,Santa Croce Del Sannio,78.48666666666666
Ginestra Degli Schiavoni,Sassinoro,77.34166666666667
Ginestra Degli Schiavoni,Solopaca,69.65666666666667
Ginestra Degli Schiavoni,Telese Terme,71.25166666666668
Ginestra Degli Schiavoni,Tocco Caudio,69.23
Morcone,Airola,71.69833333333332
Morcone,Limatola,79.85666666666665
Morcone,San Giorgio Del Sannio,47.25
Morcone,San Salvatore Telesino,52.69166666666667
